CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Oeste;28076216;EIPR;LULLABY;Calle Salónica, 43 ;Rozas de Madrid, Las;-;28232;-;-;Privado;
Madrid-Este;28056928;EIPR;LUNA LUNERA;Calle Alicante, 2 ;Torrejón de Ardoz;-;28850;916569784;-;Privado;
Madrid-Sur;28069121;EIPR;LUNA LUNERA;Calle De San Roque, 27 ;Navalcarnero;-;28600;918101712;918101712;Privado;
Madrid-Norte;28067240;EIPR;LUNA LUNERA;Avenida De Las Orquídeas, 29 ;Colmenar Viejo;-;28770;918454490;-;Privado;
Madrid-Norte;28056710;EIPR;LUNALUNERA;Avenida De Los Labradores, 5 ;Tres Cantos;-;28760;633212766;-;Privado;
Madrid-Sur;28056990;EIPR;MAMA;Calle Higueral, 6-8 ;Fuenlabrada;-;28944;916905618;-;Privado;
Madrid-Sur;28069005;EIPR;MAMA ESTOY BIEN;Avenida Del Mar Mediterráneo, 51 ;Valdemoro;-;28341;918091919;-;Privado;
Madrid-Sur;28077579;EIPR;MAMA ESTOY BIEN II;Calle De María Moliner, 32 ;Valdemoro;-;28342;911102830;-;Privado;
Madrid-Norte;28070585;EIPR;MAMEN I;Calle Clara Campoamor C/v Dámaso Alonso ;San Agustín del Guadalix;-;28750;-;-;Privado;
Madrid-Norte;28072594;EIPR;MANOPLAS;Calle De La Amistad, 10-12 ;Alcobendas;-;28100;916294403;-;Privado;
Madrid-Este;28073823;EIPR;MARCO POLO;Calle Cárcel Vieja, 5 ;Alcalá de Henares;-;28801;918837249;-;Privado;
Madrid-Oeste;28060889;EIPR;MARGARITAS HAPPY SCHOOL;Travesia Vallepardo, 1 ;Villanueva del Pardillo;-;28229;918102297;-;Privado;
Madrid-Sur;28036966;EIPR;MARIA;Calle Pasión, 6 ;Getafe;-;28901;916824804;916824804;Privado;
Madrid-Sur;28059841;EIPR;MARIA MONTESSORI I;Avenida Del Oeste, 47-49 ;Alcorcón;-;28922;913616199;-;Privado;
Madrid-Sur;28064391;EIPR;MARLO;Calle De Las Terradas, 1 ;Getafe;-;28904;916824760;-;Privado;
Madrid-Oeste;28067963;EIPR;MENINOS;Calle Castillo De Manzanares, 7 ;Rozas de Madrid, Las;-;28232;-;-;Privado;
Madrid-Norte;28068451;EIPR;MENTA Y CHOCOLATE KIDS;Avenida Maximiliano Puerro Del Tell (entrada Avila 25, 2 ;San Sebastián de los Reyes;-;28701;916527301;-;Privado;
Madrid-Oeste;28057787;EIPR;MI CASITA;Calle San Silvestre, 45 ;Pozuelo de Alarcón;-;28224;913522158;-;Privado;
Madrid-Sur;28059188;EIPR;MI CASITA;Calle Rioja, 79-81 ;Leganés;-;28915;916888111;-;Privado;
Madrid-Este;28061377;EIPR;MI CASITA;Lugar Ciudad Residencial Universitaria, 2 ;Alcalá de Henares;-;28805;918835984;-;Privado;
Madrid-Norte;28071577;EIPR;MI CASITA;Calle De Luis Cernuda (urbanización El Rocío), 18 ;San Agustín del Guadalix;-;28750;918435955;-;Privado;
Madrid-Este;28063714;EIPR;MI COLE;Calle Carabaña, 8 ;Alcalá de Henares;-;28806;918789974;918789974;Privado;
Madrid-Norte;28077282;EIPR;MI ESCUELITA DE TRES CANTOS;Sector Oficios, 37 ;Tres Cantos;-;28760;91 862698;-;Privado;
Madrid-Este;28076836;EIPR;MI GRAN SONRISA;Avenida Cristóbal Colón, 4 ;Torrejón de Ardoz;-;28850;916749532;-;Privado;
Madrid-Oeste;28067801;EIPR;MI PEQUEÑA GRANJA;Calle Doctor Velázquez, 13 ;Pozuelo de Alarcón;-;28224;917141858;-;Privado;
Madrid-Sur;28061778;EIPR;MI PEQUEÑO HOGAR;Avenida De La O.n.u., 2 ;Móstoles;-;28936;916466999;-;Privado;
Madrid-Este;28064664;EIPR;MI PEQUEÑO MUNDO;Avenida Del Conde De Coruña, 85 ;Daganzo de Arriba;-;28814;918845857;-;Privado;
Madrid-Este;28072715;EIPR;MI PEQUEÑO MUNDO;Calle Oropéndola, 8 ;Arganda del Rey;-;28500;-;-;Privado;
Madrid-Sur;28074128;EIPR;MI PEQUEÑO TESORO;Calle De Gabriela Mistral, 3 ;Valdemoro;-;28035;654347161;-;Privado;
Madrid-Sur;28068025;EIPR;MI PRIMER PASITO;Calle Isla Del Aire, 8 ;Humanes de Madrid;-;28970;916040944;-;Privado;
Madrid-Sur;28065413;EIPR;MI TATA;Avenida De Las Castañeras, 34 ;Arroyomolinos;-;28939;916091420;-;Privado;
Madrid-Este;28061742;EIPR;MICARE;Calle Roble, 11 ;Meco;-;28880;918861666;918877514;Privado;
Madrid-Este;28071772;EIPR;MICHU;Calle Gonzalo Torrente Ballester, 1 ;Rivas-Vaciamadrid;-;28521;-;-;Privado;
Madrid-Sur;28061341;EIPR;MICOS;Avenida Quitapesares, 27 ;Villaviciosa de Odón;-;28670;917653077;-;Privado;
Madrid-Este;28072855;EIPR;MIMITOS;Calle De Rosalía De Castro, 5 ;Torrejón de Ardoz;-;28850;-;-;Privado;
Madrid-Oeste;28072740;EIPR;MIMO;Calle Del Convento, 18-20 ;Boadilla del Monte;-;28660;-;-;Privado;
Madrid-Este;28063741;EIPR;MIMOS;Avenida De La Luz, 13 ;Meco;-;28880;918876996;-;Privado;
Madrid-Norte;28062758;EIPR;MINIMUS;Avenida De Somosierra, 20 ;San Sebastián de los Reyes;-;28703;916513169;-;Privado;
Madrid-Sur;28071701;EIPR;MIS GARABATOS;Calle Nazaret, 5 ;Móstoles;-;28936;916476370;-;Privado;
Madrid-Sur;28067720;EIPR;MIS PASITOS;Calle Turín, 3-14 ;Parla;-;28983;607877659;-;Privado;
Madrid-Norte;28061781;EIPR;MIS PRIMEROS PASOS;Calle Del Puerto Pajares, 18 ;Manzanares el Real;-;28410;625582698;-;Privado;
Madrid-Norte;28076071;EIPR;MIS SUEÑOS MAGICOS;Calle De La Fantasía, 3 ;Alcobendas;-;28100;912417977;-;Privado;
Madrid-Oeste;28069522;EIPR;MOLINILLOS;Calle La Rioja, 1-a ;Quijorna;-;28693;-;-;Privado;
Madrid-Sur;28066867;EIPR;MONIGOTES;Calle De Esteban Terradas, 6 ;Leganés;-;28914;916851267;916851267;Privado;
Madrid-Norte;28066855;EIPR;MONIGOTES, S.L.;Calle De Los Olivos, 20 ;Algete;-;28110;916282804;916282804;Privado;
Madrid-Este;28063271;EIPR;MONTESSORI PEÑAS ALBAS;Calle Grecia, 4 ;Villalbilla;-;28810;918792640;-;Privado;
Madrid-Este;28058755;EIPR;MONTESSORI VILLAGE ALCALA;Paseo De Los Curas, 26 ;Alcalá de Henares;-;28801;918893839;-;Privado;
Madrid-Oeste;28070160;EIPR;MONTESSORI VILLAGE BOADILLA;Avenida De Isabel De Farnesio, S/n ;Boadilla del Monte;-;28660;916326522;-;Privado;
Madrid-Este;28072582;EIPR;MONTESSORI VILLAGE RIVAS;Calle Geranio, 29-31 ;Rivas-Vaciamadrid;-;28522;916669207;-;Privado;
Madrid-Oeste;28066764;EIPR;MONTESSORI VILLAGE TORRELODONES;Calle Torreperegrinos, 4 ;Torrelodones;-;28250;918596198;918593797;Privado;
Madrid-Sur;28061353;EIPR;MUCHO MIMO;Calle De Isadora Duncan, 6 ;Leganés;-;28919;916884003;-;Privado;
Madrid-Oeste;28065462;EIPR;MUCHOS PEQUES;Calle De Francisco Tomás Y Valiente, S/n ;Boadilla del Monte;-;28260;-;-;Privado;
Madrid-Sur;28070500;EIPR;MUNDO CHIQUININOS;Calle De Extremadura, 37 ;Fuenlabrada;-;28944;916151101;-;Privado;
Madrid-Este;28068441;EIPR;MUNDO MAGICO;Calle De Nazario Calonge, 9 ;San Fernando de Henares;-;28830;916698374;-;Privado;
Madrid-Norte;28065206;EIPR;MUÑECOTES;Avenida De Tenerife, 2 ;San Sebastián de los Reyes;-;28703;916237041;916237041;Privado;
Madrid-Sur;28063726;EIPR;NACER;Calle Pasión, 26 ;Getafe;-;28901;916954573;-;Privado;
Madrid-Sur;28064731;EIPR;NANITAS 0-3;Avenida De La Reina Sofía, 13 ;Leganés;-;28919;916800494;-;Privado;
Madrid-Oeste;28059553;EIPR;NANOS;Calle Del Río Duero, 9 ;Guadarrama;-;28440;918541122;-;Privado;
Madrid-Oeste;28073471;EIPR;NATURA;Calle Santander, 6 ;Guadarrama;-;28430;654057070;-;Privado;
Madrid-Oeste;28066211;EIPR;NEMO & MARLIN;Calle Francisco Pizarro, 89 ;Villanueva de la Cañada;-;28691;918118648;-;Privado;
Madrid-Sur;28072193;EIPR;NEMO&MARLIN;Calle Del Labrador, S/n ;Navalcarnero;-;28600;-;-;Privado;
Madrid-Sur;28069030;EIPR;NEMOMARLIN;Calle General Asensio, 19 ;Sevilla la Nueva;-;28609;918128203;918128203;Privado;
Madrid-Oeste;28073203;EIPR;NEMOMARLIN;Avenida De Julio Fuentes, 9 ;Boadilla del Monte;-;28660;-;-;Privado;
Madrid-Sur;28076563;EIPR;NEMOMARLIN GETAFE;Avenida De Manuel Azaña, 8 ;Getafe;-;28905;697141424;-;Privado;
Madrid-Oeste;28071796;EIPR;NEMOMARLIN LAS ROZAS;Calle Adolfo Pérez Esquivel, 3 ;Rozas de Madrid, Las;-;28232;916404176;-;Privado;
Madrid-Oeste;28076231;EIPR;NEMOMARLIN MAJADAHONDA;Calle Valgrande, 1 ;Majadahonda;-;28221;916798359;-;Privado;
Madrid-Este;28060610;EIPR;NEMOMARLIN RIVAS;Calle Del Jazmín, 11 ;Rivas-Vaciamadrid;-;28523;916665391;-;Privado;
Madrid-Este;28077610;EIPR;NEMOMARLIN TORREJÓN DE ARDOZ;Calle Joan Miró, 7 ;Torrejón de Ardoz;-;28850;-;-;Privado;
Madrid-Sur;28059760;EIPR;NENE'S;Calle Del Pintor Murillo, 10 ;Móstoles;-;28933;916184047;-;Privado;
Madrid-Oeste;28059991;EIPR;NENUFARES;Calle De España, 16 ;Moralzarzal;-;28411;918578648;-;Privado;
Madrid-Sur;28076113;EIPR;NIMU;Avenida De Juan Carlos I, S/n ;Getafe;-;28905;916846343;-;Privado;
Madrid-Sur;28037880;EIPR;NTRA. SRA. DE ZARZAQUEMADA;Calle Sagra, 10 ;Leganés;-;28915;916877289;-;Privado;
Madrid-Oeste;28048907;EIPR;NUBES;Calle Caño Viejo, 48 ;Collado Villalba;-;28400;918506095;-;Privado;
Madrid-Oeste;28058779;EIPR;NUBES;Calle Zaragoza, 1 ;Moralzarzal;-;28411;676150173;-;Privado;
Madrid-Sur;28065255;EIPR;NUEVA BAMBI;Calle Cid Campeador, 1 ;Móstoles;-;28933;916143879;-;Privado;
Madrid-Sur;28072612;EIPR;OSO BABY II;Calle Barcelona, 37 ;Móstoles;-;28937;916457424;-;Privado;
Madrid-Sur;28067902;EIPR;OSOBABY;Avenida De Los Sauces, 82 ;Móstoles;-;28935;916470307;-;Privado;
Madrid-Este;28066922;EIPR;PABLO GONZALEZ;Calle De Jaime Vera, 12 ;Velilla de San Antonio;-;28891;916608349;-;Privado;
Madrid-Oeste;28058238;EIPR;PAIDES;Calle De La Vía Láctea, 22 ;Pozuelo de Alarcón;-;28224;913511157;-;Privado;
Madrid-Este;28074611;EIPR;PANDA;Calle Del Empecinado, 30 ;Alcalá de Henares;-;28801;676800068;-;Privado;
Madrid-Oeste;28066934;EIPR;PANZITAS;Avenida De Isabel De Farnesio (locales 2 Y 3) ;Boadilla del Monte;-;28660;916321360;-;Privado;
Madrid-Este;28074301;EIPR;PAPI;Calle De Paz Camacho, 40 ;Velilla de San Antonio;-;28891;916607329;-;Privado;
Madrid-Sur;28071413;EIPR;PAPIS;Calle De Los Pinos, 60 ;Alcorcón;-;28922;916434148;-;Privado;
Madrid-Norte;28066077;EIPR;PARAPEQUES;Calle Francisco Largo Caballero, 26 ;Alcobendas;-;28100;916612513;-;Privado;
Madrid-Oeste;28069352;EIPR;PARCHIS MONTESSORI SCHOOL;Calle Tebas, 11 ;Rozas de Madrid, Las;-;28232;916317115;-;Privado;
Madrid-Sur;28069881;EIPR;PARLANCHINES;Calle Estrella Antares, 7 ;Parla;-;28983;914244690;914244690;Privado;
Madrid-Sur;28063428;EIPR;PARQUE DE LISBOA;Avenida De Leganés, 9 ;Alcorcón;-;28925;916116585;-;Privado;
Madrid-Sur;28068499;EIPR;PARQUE ODON;Avenida Príncipe De Asturias, S/n ;Villaviciosa de Odón;-;28670;916164387;-;Privado;
Madrid-Sur;28075236;EIPR;PARQUE ODON II;Calle Italia, 1 ;Villaviciosa de Odón;-;28670;916164387;-;Privado;
Madrid-Sur;28075443;EIPR;PASO A PASO;Calle Del Ministro Fernández Ordóñez, 2 ;Alcorcón;-;28924;916104186;-;Privado;
Madrid-Oeste;28069054;EIPR;PASO SEGURO;Carretera De Valdemorillo, 14 ;Colmenarejo;-;28270;-;-;Privado;
Madrid-Sur;28068396;EIPR;PATITOS;Calle San Pedro C/v Del Carmen ;Leganés;-;28917;916198095;916198095;Privado;
Madrid-Norte;28060853;EIPR;PAYASETE;Calle Tarragona, 8 ;San Sebastián de los Reyes;-;28701;916519111;916519111;Privado;
Madrid-Oeste;28057313;EIPR;PECAS;Avenida Juan Pablo Ii, 83 ;Pozuelo de Alarcón;-;28223;913529199;913528057;Privado;
Madrid-Norte;28069081;EIPR;PECECITOS SANTA TERESA;Calle De Salvadiós, 36 ;Colmenar Viejo;-;28770;918457359;-;Privado;
Madrid-Este;28067045;EIPR;PEGASITO;Plaza Mar Caribe, 4 ;Coslada;-;28821;911682206;911682206;Privado;
Madrid-Sur;28070469;EIPR;PEGOTITOS;Calle De Federico García Lorca, 56bis ;Pinto;-;28320;916912475;916912475;Privado;
Madrid-Sur;28056965;EIPR;PELUCHES;Calle De Reinosa, 30 ;Fuenlabrada;-;28941;655400702;-;Privado;
Madrid-Este;28062096;EIPR;PEQUE GUAY;Calle Zeus, 5 ;Torrejón de Ardoz;-;28850;912977178;912977178;Privado;
Madrid-Este;28068840;EIPR;PEQUEDAMA;Calle Severo Ochoa, S/n ;Villalbilla;-;28810;628597244;-;Privado;
Madrid-Oeste;28070275;EIPR;PEQUEGUAY;Camino Ventas Del Escorial, 8 ;Collado Villalba;-;28409;918515939;-;Privado;
Madrid-Oeste;28075133;EIPR;PEQUEGUAY;Calle De Santa Emilia, 11 ;Alpedrete;-;28439;911283805;-;Privado;
Madrid-Sur;28066958;EIPR;PEQUEÑA TRIPULACION;Calle Madrid, 15 ;Arroyomolinos;-;28939;-;-;Privado;
Madrid-Este;28063283;EIPR;PEQUEÑAS PROMESAS;Avenida De Los Fresnos, 24 ;Torrejón de Ardoz;-;28850;910102494;-;Privado;
Madrid-Este;28056989;EIPR;PEQUEÑECES;Calle Cristo, 53 ;Torrejón de Ardoz;-;28850;916566601;-;Privado;
Madrid-Oeste;28057325;EIPR;PEQUEÑECES;Calle De Portugalete, 8 ;Pozuelo de Alarcón;-;28223;913527129;-;Privado;
Madrid-Este;28066961;EIPR;PEQUEÑECES 2;Calle Cristo, 49 ;Torrejón de Ardoz;-;28850;916566601;-;Privado;
Madrid-Este;28065191;EIPR;PEQUEÑECOS;Calle De Luis Braille, 10 ;Coslada;-;28822;912004976;-;Privado;
Madrid-Sur;28077725;EIPR;PEQUEÑECOS;Calle De Santiago Ramón Y Cajal, 47 ;Arroyomolinos;-;28939;915138101;-;Privado;
Madrid-Oeste;28062451;EIPR;PEQUEÑINES;Calle Alameda, 1 ;Villanueva del Pardillo;-;28229;918153520;918153520;Privado;
Madrid-Sur;28071221;EIPR;PEQUEÑINES;Calle Mayorazgo, 16 ;Leganés;-;28915;916877517;-;Privado;
Madrid-Sur;28059784;EIPR;PEQUEÑO PRINCIPE;Calle Juan De Juanes, 10 ;Móstoles;-;28933;916178946;-;Privado;
Madrid-Este;28062370;EIPR;PEQUEÑO SOCRATES;Avenida De Pablo Iglesias, 84 ;Rivas-Vaciamadrid;-;28521;914998969;914998969;Privado;
Madrid-Norte;28060762;EIPR;PEQUEÑORRIS;Calle De Manuel Serrano Frutos, 4 ;Alcobendas;-;28100;652342403;916544175;Privado;
Madrid-Oeste;28074554;EIPR;PEQUEÑOS ASTRONAUTAS;Avenida De Atenas, 73 ;Rozas de Madrid, Las;-;28232;916379888;-;Privado;
Madrid-Oeste;28072739;EIPR;PEQUEÑOS SUEÑOS;Avenida De La Condesa De Chinchón, 107 ;Boadilla del Monte;-;28660;916336884;-;Privado;
Madrid-Norte;28077609;EIPR;PEQUEÑOS SUEÑOS;Avenida De Madrid, 19 ;Tres Cantos;-;28790;629313147;-;Privado;
Madrid-Oeste;28059565;EIPR;PEQUES;Calle Sierra De Grosa, 4 ;Villanueva del Pardillo;-;28229;918151966;918151966;Privado;
Madrid-Oeste;28071668;EIPR;PEQUES;Calle Somosierra, 12 ;Rozas de Madrid, Las;-;28231;916376392;-;Privado;
Madrid-Sur;28067495;EIPR;PEQUESOL;Avenida Libertad, 62 ;Leganés;-;28917;916429746;916429746;Privado;
Madrid-Sur;28068918;EIPR;PEQUESUR;Calle Polonia, 6 ;Leganés;-;28916;916867787;-;Privado;
Madrid-Sur;28059802;EIPR;PETER PAN;Calle Isabel Ii, 18 ;Parla;-;28982;916984892;916984892;Privado;
Madrid-Norte;28070411;EIPR;PIECITO;Calle De La Victoria, 15 ;San Sebastián de los Reyes;-;28701;610429999;-;Privado;
Madrid-Oeste;28070834;EIPR;PILLO'S;Calle Hermanos Alonso, 8 ;San Lorenzo de El Escorial;-;28200;-;-;Privado;
Madrid-Este;28066971;EIPR;PIM PAM;Calle Rio, 16 ;Torrejón de Ardoz;-;28850;916776702;-;Privado;
Madrid-Sur;28076939;EIPR;PINCELES Y ACUARELAS;Paseo De María Lejárraga, 4 ;Getafe;-;28905;698765937;-;Privado;
Madrid-Oeste;28067793;EIPR;PINGÜINOS;Calle Salónica, 2 ;Rozas de Madrid, Las;-;28232;916317969;-;Privado;
Madrid-Sur;28069893;EIPR;PINOCHO;Calle Panadés, 4 ;Leganés;-;28915;699742096;-;Privado;
Madrid-Sur;28066144;EIPR;PIO PIO 4;Poligono La Sendilla, Sector S-18 A Este (n-iv, Km 33) ;Ciempozuelos;-;28350;918093614;918093566;Privado;
Madrid-Oeste;28065838;EIPR;PIPPIU;Calle Los Nardos, 2 ;Collado Villalba;-;28400;918490393;-;Privado;
Madrid-Oeste;28066983;EIPR;PIQUIO;Calle Evaristo Cerezo, 11 ;Pozuelo de Alarcón;-;28223;915185638;-;Privado;
Madrid-Sur;28066223;EIPR;PIRUETAS;Calle Laguna De Antela, 1 ;Parla;-;28981;916980650;916980650;Privado;
Madrid-Sur;28057121;EIPR;PITUCO;Calle Nardo, 2 ;Parla;-;28981;916995995;-;Privado;
Madrid-Sur;28066995;EIPR;PITUCO II;Calle Pilar Benito, 1 ;Parla;-;28981;916990601;916990601;Privado;
Madrid-Sur;28056679;EIPR;PITUFOS;Calle De La Constitución, 51 ;Navalcarnero;-;28600;918113545;918113545;Privado;
Madrid-Sur;28069947;EIPR;PLANETA ENANO;Urbanizacion Nuevo Versalles, 11 ;Fuenlabrada;-;28942;914865218;914865471;Privado;
Madrid-Sur;28075686;EIPR;PLANETA ENANO SEVERO OCHOA;Avenida Orellana, S/n ;Leganés;-;28911;914818528;914818529;Privado;
Madrid-Sur;28067914;EIPR;PLASTILETRAS;Calle De Porto Colón, 2 ;Alcorcón;-;28924;-;-;Privado;
Madrid-Sur;28061456;EIPR;PLATERO Y YO;Avenida De Los Andes, 14 ;Fuenlabrada;-;28945;916063201;-;Privado;
Madrid-Oeste;28068530;EIPR;PLIS PLAS;Calle San Rafael, 3 ;Pozuelo de Alarcón;-;28224;917157003;-;Privado;
Madrid-Oeste;28045141;EIPR;PLIS PLAS LAS ROZAS;Calle Panamá, 2 ;Rozas de Madrid, Las;-;28290;916302261;-;Privado;
Madrid-Norte;28065048;EIPR;POCAS PUAS;Calle De Las Eras, 57 ;Pedrezuela;-;28723;918433355;-;Privado;
Madrid-Este;28072685;EIPR;POCHOLINES;Calle De Los Jardines, 20 ;Nuevo Baztán;-;28514;660009910;-;Privado;
Madrid-Sur;28067999;EIPR;POMPITAS;Plaza De Las Escuelas, 1 ;Alcorcón;-;28921;916113353;916124555;Privado;
Madrid-Este;28073082;EIPR;PRAVIA;Calle De Bulgaria, 1 ;Alcalá de Henares;-;28802;918815784;-;Privado;
Madrid-Sur;28074360;EIPR;PRINCIPITO;Calle Nuncio, 13 ;Leganés;-;28911;916803611;-;Privado;
Madrid-Oeste;28049742;EIPR;PROJARDIN DELTA;Calle Blas De Otero, S/n ;Majadahonda;-;28220;916383524;-;Privado;
Madrid-Oeste;28049766;EIPR;PROJARDIN POZUELO;Calle París, 1 ;Pozuelo de Alarcón;-;28224;913528000;913528000;Privado;
Madrid-Este;28061547;EIPR;PROJARDIN RIVAS;Calle De Los Robles, 27 ;Rivas-Vaciamadrid;-;28523;916663694;-;Privado;
Madrid-Este;28059541;EIPR;PUZZLE;Calle Brasil, 5 ;Torrejón de Ardoz;-;28850;911621332;-;Privado;
Madrid-Este;28066338;EIPR;PUZZLE;Avenida Pilar Miró, 84 ;Rivas-Vaciamadrid;-;28521;914996047;-;Privado;
Madrid-Oeste;28073860;EIPR;PUZZLES;Avenida De Pablo Iglesias, 26 ;Colmenarejo;-;28270;-;-;Privado;
Madrid-Sur;28066053;EIPR;QUECAS;Calle Luis Morales, 3 ;Parla;-;28982;912499675;912289749;Privado;
Madrid-Oeste;28067033;EIPR;RANITAS;Calle Solana De La Caseta, 1 ;Boalo, El;-;28411;-;-;Privado;
Madrid-Este;28059218;EIPR;REINA CRISTINA II;Calle Ocho De Marzo, 4 ;Alcalá de Henares;-;28805;918028547;-;Privado;
Madrid-Este;28060488;EIPR;REINA CRISTINA III;Calle Brigadas Internacionales, 4 ;Alcalá de Henares;-;28805;918024712;918024712;Privado;
Madrid-Sur;28067471;EIPR;RISITAS;Calle Bureba, 12 ;Leganés;-;28915;912283392;912283392;Privado;
Madrid-Este;28056011;EIPR;SAN FERNANDO;Calle De La Sierra De Guadarrama, 6 ;San Fernando de Henares;-;28830;916749381;-;Privado;
Madrid-Este;28071632;EIPR;SAN LUIS;Calle Flores, 4 ;Alcalá de Henares;-;28807;-;-;Privado;
Madrid-Este;28066341;EIPR;SAN MARINO;Avenida Juan Carlos I, 3 ;Alcalá de Henares;-;28806;918302909;-;Privado;
Madrid-Norte;28050321;EIPR;SANTA ISABEL;Calle Del Fuego, 31 ;Alcobendas;-;28100;916637020;-;Privado;
Madrid-Sur;28068438;EIPR;SAPO SAPITO;Calle San Vicente, 19 ;Getafe;-;28901;916819087;-;Privado;
Madrid-Sur;28073719;EIPR;SAVELA;Calle Anita Martínez, 18 ;Leganés;-;28918;912642109;-;Privado;
Madrid-Sur;28065218;EIPR;SENTIR Y JUGAR;Calle Las Dehesillas, 7 ;Parla;-;28981;912884535;-;Privado;
Madrid-Sur;28070081;EIPR;SOLARIA;Calle De El Grove, 53 ;Arroyomolinos;-;28939;916687885;-;Privado;
Madrid-Este;28058329;EIPR;SOLETES;Calle De Goya, 3 ;San Martín de la Vega;-;28330;918946928;918946928;Privado;
Madrid-Norte;28065401;EIPR;SOLETES;Calle San Lorenzo, 33 ;Soto del Real;-;28791;918476902;-;Privado;
Madrid-Sur;28065796;EIPR;SOLETES;Camino Tinto Enrique, 29 ;Valdemoro;-;28341;918954677;-;Privado;
Madrid-Sur;28076812;EIPR;SOLO PEQUES;Plaza Plaza Del Sol, 31 ;Móstoles;-;28938;915994371;-;Privado;
Madrid-Sur;28067011;EIPR;SONRISAS;Calle Cadiz, 2 ;Leganés;-;28914;652716524;-;Privado;
Madrid-Sur;28074271;EIPR;SUEÑOS;Avenida Del Alcalde De Móstoles, 29 ;Móstoles;-;28933;-;-;Privado;
Madrid-Norte;28061869;EIPR;SUEÑOS DE PAPEL;Calle Valladolid, 33 ;San Sebastián de los Reyes;-;28701;912934314;-;Privado;
Madrid-Este;28069832;EIPR;SUPER NENES;Calle De Junkal C/v A Los Sauces ;Rivas-Vaciamadrid;-;28522;686460731;-;Privado;
Madrid-Oeste;28071267;EIPR;TEDDYS;Calle Hermanos San Román, 8 ;Pozuelo de Alarcón;-;28224;-;-;Privado;
Madrid-Oeste;28057301;EIPR;TETE;Calle Ángel Alberquilla Pulín, 7 ;Torrelodones;-;28250;918591605;-;Privado;
Madrid-Sur;28061468;EIPR;TETE;Calle De Puentedeume, 6 ;Alcorcón;-;28925;916191197;916428880;Privado;
Madrid-Este;28060981;EIPR;TIC-TAC;Calle Real, 48 ;Paracuellos de Jarama;-;28860;654666749;-;Privado;
Madrid-Oeste;28067136;EIPR;TINTINABULUM;Avenida Del Siglo Xxi, 12 ;Boadilla del Monte;-;28660;916339214;-;Privado;
Madrid-Norte;28064950;EIPR;TITO GUSANITO;Calle De Cádiz, 22 ;Alcobendas;-;28100;916629238;-;Privado;
Madrid-Norte;28076162;EIPR;TOY'S GARDEN;Avenida De La Luz, 2 ;Tres Cantos;-;28760;910093588;-;Privado;
Madrid-Norte;28049328;EIPR;TRASGOS;Calle Eras De Arriba, 11 ;Guadalix de la Sierra;-;28794;918475866;-;Privado;
Madrid-Este;28073720;EIPR;TRASTES, C.E.I. PARACUELLOS DEL JARAMA;Calle Quevedo (urbanización Miramadrid), S/n ;Paracuellos de Jarama;-;28860;916675325;-;Privado;
Madrid-Sur;28072181;EIPR;TRASTITOS;Calle Afrodita, 7 ;Valdemoro;-;28341;918080077;-;Privado;
Madrid-Oeste;28070949;EIPR;TRAVESURAS;Avenida Del Siglo Xxi, 13 ;Boadilla del Monte;-;28660;-;-;Privado;
Madrid-Sur;28069145;EIPR;TREBOL;Plaza De Santo Domingo, 3 ;Alcorcón;-;28922;916430805;916430805;Privado;
Madrid-Norte;28065051;EIPR;TRES CANTOS;Plaza De Las Once Colmenas, 1 ;Tres Cantos;-;28760;696466805;916623951;Privado;
Madrid-Oeste;28067082;EIPR;TRIS TRAS;Calle Infante Alfonso De Borbón, 7 ;Pozuelo de Alarcón;-;28224;913513176;913513176;Privado;
Madrid-Norte;28061328;EIPR;TU JARDIN CON ENANITOS;Sector Descubridores, 48 ;Tres Cantos;-;28760;918045491;-;Privado;
Madrid-Este;28067094;EIPR;VELILLA;Calle Lagartijo, 2 ;Velilla de San Antonio;-;28891;916609649;-;Privado;
Madrid-Oeste;28071437;EIPR;VILLA BABALU;Avenida De Atenas, 13 ;Rozas de Madrid, Las;-;28290;-;-;Privado;
Madrid-Este;28065164;EIPR;VILLANENETES;Calle Campo Real, 6 ;Alcalá de Henares;-;28806;918897650;-;Privado;
Madrid-Oeste;28067100;EIPR;VILLANUEVA RENACUAJOS;Calle Dulcinea, 18 ;Villanueva de la Cañada;-;28691;-;-;Privado;
Madrid-Oeste;28062771;EIPR;VIRGEN DE LA ENCINA;Calle Marcelo Martín Bravo, 2 ;Collado Villalba;-;28400;918514274;918514274;Privado;
Madrid-Este;28063350;EIPR;VIRGEN DE LA PALOMA II;Calle Del Dr Morcillo, 2 ;Coslada;-;28821;916690895;-;Privado;
Madrid-Oeste;28065012;EIPR;VIRGEN DE LA PROVIDENCIA;Carretera Del Guadarrama, 11 ;Alpedrete;-;28439;918516576;918497302;Privado;
Madrid-Oeste;28060415;EIPR;YELLOWSTONE;Calle Peguerinos, 4 ;Rozas de Madrid, Las;-;28231;916388825;-;Privado;
Madrid-Sur;28057623;EIPR;ZAQUETINES;Calle Del Olímpico Francisco Fernández Ochoa, 11 ;Alcorcón;-;28922;916410234;-;Privado;
